Rk,Player,Nation,Pos,Squad,Comp,Age,Born,90s,SCA,SCA90,PassLive,PassDead,Drib,Sh,Fld,Def,GCA,GCA90,PassLive,PassDead,Drib,Sh,Fld,Def,OG,Matches
2256,Marco Silvestri\Marco-Silvestri,it ITA,GK,Hellas Verona,it Serie A,29-352,1991,22.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2257,Mohamed Simakan\Mohamed-Simakan,fr FRA,DF,Strasbourg,fr Ligue 1,20-290,2000,17.9,14,0.78,10,0,1,0,2,1,2,0.11,2,0,0,0,0,0,0,Matches
2258,Giovanni Simeone\Giovanni-Simeone,ar ARG,FW,Cagliari,it Serie A,25-227,1995,14.1,19,1.34,9,0,5,2,2,1,1,0.07,1,0,0,0,0,0,0,Matches
2259,Moses Simon\Moses-Simon,ng NGA,FWMF,Nantes,fr Ligue 1,25-220,1995,14.9,31,2.08,20,6,2,2,1,0,1,0.07,1,0,0,0,0,0,0,Matches
2260,Unai Simón\Unai-Simon,es ESP,GK,Athletic Club,es La Liga,23-251,1997,22.0,3,0.14,3,0,0,0,0,0,1,0.05,1,0,0,0,0,0,0,Matches
2261,Jóan Símun Edmundsson\Joan-Simun-Edmundsson,fo FRO,MFFW,Arminia,de Bundesliga,29-206,1991,0.6,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2262,Wilfried Singo\Wilfried-Singo,ci CIV,DF,Torino,it Serie A,20-054,2000,14.7,27,1.84,21,1,1,1,3,0,4,0.27,3,0,0,0,1,0,0,Matches
2263,Daley Sinkgraven\Daley-Sinkgraven,nl NED,DF,Leverkusen,de Bundesliga,25-228,1995,14.7,28,1.91,22,4,0,0,1,1,3,0.20,2,0,0,0,1,0,0,Matches
2264,Dimitris Siovas\Dimitris-Siovas,gr GRE,DF,Huesca,es La Liga,32-154,1988,22.0,9,0.41,6,0,0,3,0,0,1,0.05,0,0,0,1,0,0,0,Matches
2265,Tobias Sippel\Tobias-Sippel,de GER,GK,M'Gladbach,de Bundesliga,32-332,1988,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2266,Salvatore Sirigu\Salvatore-Sirigu,it ITA,GK,Torino,it Serie A,34-036,1987,20.0,1,0.05,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2267,Ibrahima Sissoko\Ibrahima-Sissoko,fr FRA,MF,Strasbourg,fr Ligue 1,23-113,1997,20.6,21,1.02,18,0,0,2,1,0,2,0.10,2,0,0,0,0,0,0,Matches
2268,Moussa Sissoko\Moussa-Sissoko,fr FRA,MF,Tottenham,eng Premier League,31-185,1989,15.3,15,0.98,14,0,0,0,1,0,1,0.07,1,0,0,0,0,0,0,Matches
2269,Nelson Sissoko\Nelson-Sissoko,fr FRA,DF,Saint-Étienne,fr Ligue 1,23-347,1997,5.3,5,0.95,4,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2270,Ellyes Skhiri\Ellyes-Skhiri,tn TUN,MF,Köln,de Bundesliga,25-283,1995,19.2,20,1.04,16,1,0,3,0,0,2,0.10,1,0,0,1,0,0,0,Matches
2271,Łukasz Skorupski\Lukasz-Skorupski,pl POL,GK,Bologna,it Serie A,29-288,1991,15.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2272,Andreas Skov Olsen\Andreas-Skov-Olsen,dk DEN,FW,Bologna,it Serie A,21-050,1999,4.6,13,2.84,10,2,1,0,0,0,1,0.22,1,0,0,0,0,0,0,Matches
2273,Robert Skov\Robert-Skov,dk DEN,DFFW,Hoffenheim,de Bundesliga,24-273,1996,7.1,17,2.39,10,6,0,1,0,0,1,0.14,0,0,0,1,0,0,0,Matches
2274,Milan Škriniar\Milan-Skriniar,sk SVK,DF,Inter,it Serie A,26-006,1995,16.9,8,0.47,7,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2275,Steven Skrzybski\Steven-Skrzybski,de GER,FW,Schalke 04,de Bundesliga,28-091,1992,4.1,7,1.71,3,1,0,2,1,0,1,0.24,0,0,0,1,0,0,0,Matches
2276,Petar Škuletić\Petar-Skuletic,rs SRB,FWMF,Montpellier,fr Ligue 1,30-233,1990,1.1,3,2.65,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2277,Islam Slimani\Islam-Slimani,dz ALG,FW,Leicester City,eng Premier League,32-244,1988,0.2,1,4.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2278,Islam Slimani\Islam-Slimani,dz ALG,FW,Lyon,fr Ligue 1,32-244,1988,1.0,3,2.87,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2279,William Smallbone\William-Smallbone,ie IRL,MF,Southampton,eng Premier League,20-362,2000,1.9,3,1.57,2,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2280,Chris Smalling\Chris-Smalling,eng ENG,DF,Roma,it Serie A,31-087,1989,9.6,4,0.42,4,0,0,0,0,0,1,0.10,1,0,0,0,0,0,0,Matches
2281,Emile Smith-Rowe\Emile-Smith-Rowe,eng ENG,MF,Arsenal,eng Premier League,20-204,2000,8.8,25,2.84,20,0,1,2,2,0,7,0.79,6,0,0,1,0,0,0,Matches
2282,Robert Snodgrass\Robert-Snodgrass,sco SCO,MFFW,West Brom,eng Premier League,33-163,1987,5.5,6,1.10,6,0,0,0,0,0,1,0.18,1,0,0,0,0,0,0,Matches
2283,Robert Snodgrass\Robert-Snodgrass,sco SCO,FWDF,West Ham,eng Premier League,33-163,1987,0.1,1,18.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2284,Cédric Soares\Cedric-Soares,pt POR,DF,Arsenal,eng Premier League,29-170,1991,5.8,12,2.08,7,2,2,0,0,1,3,0.52,2,0,0,0,0,1,0,Matches
2285,Rafa Soares\Rafa-Soares,pt POR,DF,Eibar,es La Liga,25-284,1995,7.6,11,1.45,9,2,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2286,Rubén Sobrino\Ruben-Sobrino,es ESP,MFFW,Valencia,es La Liga,28-261,1992,0.5,1,1.84,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2287,Rubén Sobrino\Ruben-Sobrino,es ESP,FWMF,Cádiz,es La Liga,28-261,1992,1.0,1,1.00,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2288,Simon Sohm\Simon-Sohm,ch SUI,MF,Parma,it Serie A,19-312,2001,7.1,7,0.98,5,0,2,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2289,Augusto Solari\Augusto-Solari,ar ARG,MF,Celta Vigo,es La Liga,29-045,1992,0.9,4,4.44,4,0,0,0,0,0,2,2.22,2,0,0,0,0,0,0,Matches
2290,Roberto Soldado\Roberto-Soldado,es ESP,FW,Granada,es La Liga,35-266,1985,10.6,15,1.42,9,0,0,2,3,1,1,0.09,0,0,0,0,1,0,0,Matches
2291,Carlos Soler\Carlos-Soler,es ESP,MF,Valencia,es La Liga,24-046,1997,17.8,51,2.86,19,24,3,2,3,0,8,0.45,1,5,0,1,1,0,0,Matches
2292,Yann Sommer\Yann-Sommer,ch SUI,GK,M'Gladbach,de Bundesliga,32-062,1988,20.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2293,Son\Son,es ESP,DFMF,Levante,es La Liga,26-324,1994,6.5,18,2.77,13,3,0,0,2,0,1,0.15,0,1,0,0,0,0,0,Matches
2294,Brandon Soppy\Brandon-Soppy,fr FRA,DFMF,Rennes,fr Ligue 1,18-362,2002,4.1,5,1.23,3,0,0,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
2295,David Soria\David-Soria,es ESP,GK,Getafe,es La Liga,27-319,1993,14.0,3,0.21,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2296,Roberto Soriano\Roberto-Soriano,it ITA,MF,Bologna,it Serie A,30-009,1991,21.6,63,2.91,51,0,3,1,7,1,7,0.32,5,0,0,1,1,0,0,Matches
2297,Alberto Soro\Alberto-Soro,es ESP,FWMF,Granada,es La Liga,21-345,1999,2.2,5,2.32,4,0,1,0,0,0,1,0.46,1,0,0,0,0,0,0,Matches
2298,Borna Sosa\Borna-Sosa,hr CRO,DF,Stuttgart,de Bundesliga,23-027,1998,13.5,41,3.03,32,6,0,1,2,0,5,0.37,4,1,0,0,0,0,0,Matches
2299,Florian Sotoca\Florian-Sotoca,fr FRA,FW,Lens,fr Ligue 1,30-115,1990,20.7,46,2.22,30,0,4,2,10,0,6,0.29,6,0,0,0,0,0,0,Matches
2300,Riccardo Sottil\Riccardo-Sottil,it ITA,MFFW,Cagliari,it Serie A,21-259,1999,13.0,37,2.84,25,1,3,4,3,1,4,0.31,2,0,0,1,0,1,0,Matches
2301,Cheick Souaré\Cheick-Souare,fr FRA,MF,Marseille,fr Ligue 1,18-167,2002,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2302,Tomáš Souček\Tomas-Soucek,cz CZE,MF,West Ham,eng Premier League,25-356,1995,24.0,26,1.08,16,2,1,4,3,0,4,0.17,2,0,0,2,0,0,0,Matches
2303,Rayan Souici\Rayan-Souici,fr FRA,DF,Saint-Étienne,fr Ligue 1,22-355,1998,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2304,Cebio Soukou\Cebio-Soukou,bj BEN,FWMF,Arminia,de Bundesliga,28-138,1992,4.7,8,1.70,6,0,1,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2305,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Bologna,it Serie A,28-244,1992,3.5,4,1.14,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2306,Adama Soumaoro\Adama-Soumaoro,fr FRA,DF,Lille,fr Ligue 1,28-244,1992,1.6,1,0.62,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2307,Boubakary Soumaré\Boubakary-Soumare,fr FRA,MF,Lille,fr Ligue 1,21-356,1999,12.7,20,1.58,18,0,0,1,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2308,Yaya Soumaré\Yaya-Soumare,fr FRA,FW,Lyon,fr Ligue 1,21-025,2000,0.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2309,Arnaud Souquet\Arnaud-Souquet,fr FRA,DF,Montpellier,fr Ligue 1,29-005,1992,10.5,19,1.82,16,1,1,1,0,0,2,0.19,2,0,0,0,0,0,0,Matches
2310,Djibril Sow\Djibril-Sow,ch SUI,MF,Eint Frankfurt,de Bundesliga,24-011,1997,13.9,21,1.51,18,0,0,0,2,1,4,0.29,3,0,0,0,1,0,0,Matches
2311,Saidou Sow\Saidou-Sow,gn GUI,DF,Saint-Étienne,fr Ligue 1,18-228,2002,7.1,1,0.14,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2312,Çağlar Söyüncü\Caglar-Soyuncu,tr TUR,DF,Leicester City,eng Premier League,24-270,1996,8.2,2,0.24,1,0,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2313,Leonardo Spinazzola\Leonardo-Spinazzola,it ITA,DF,Roma,it Serie A,27-329,1993,17.0,48,2.82,38,0,9,1,0,0,7,0.41,7,0,0,0,0,0,0,Matches
2314,Marco Sportiello\Marco-Sportiello,it ITA,GK,Atalanta,it Serie A,28-283,1992,8.3,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2315,Mattia Sprocati\Mattia-Sprocati,it ITA,FW,Parma,it Serie A,27-295,1993,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2316,Jerry St. Juste\Jerry-St-Juste,nl NED,DF,Mainz 05,de Bundesliga,24-121,1996,19.0,17,0.89,12,1,1,2,1,0,3,0.16,2,1,0,0,0,0,0,Matches
2317,Benjamin Stambouli\Benjamin-Stambouli,fr FRA,MFDF,Schalke 04,de Bundesliga,30-188,1990,15.0,13,0.87,11,1,0,0,0,1,2,0.13,2,0,0,0,0,0,0,Matches
2318,Niklas Stark\Niklas-Stark,de GER,MFDF,Hertha BSC,de Bundesliga,25-309,1995,20.9,8,0.38,6,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2319,Renato Steffen\Renato-Steffen,ch SUI,FWMF,Wolfsburg,de Bundesliga,29-106,1991,14.9,43,2.89,33,0,3,3,2,2,8,0.54,7,0,0,0,1,0,0,Matches
2320,Zack Steffen\Zack-Steffen,us USA,GK,Manchester City,eng Premier League,25-321,1995,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2321,Pascal Stenzel\Pascal-Stenzel,de GER,DF,Stuttgart,de Bundesliga,24-334,1996,11.4,8,0.70,7,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2322,Dale Stephens\Dale-Stephens,eng ENG,MF,Burnley,eng Premier League,31-250,1989,2.8,2,0.72,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2323,Jack Stephens\Jack-Stephens,eng ENG,DF,Southampton,eng Premier League,27-021,1994,11.4,10,0.88,9,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2324,Raheem Sterling\Raheem-Sterling,eng ENG,FW,Manchester City,eng Premier League,26-071,1994,19.0,69,3.63,45,0,11,5,8,0,11,0.58,6,0,2,2,1,0,0,Matches
2325,Enda Stevens\Enda-Stevens,ie IRL,DF,Sheffield Utd,eng Premier League,30-223,1990,16.0,16,1.00,14,0,1,0,1,0,2,0.12,1,0,0,0,1,0,0,Matches
2326,Lars Stindl\Lars-Stindl,de GER,MFFW,M'Gladbach,de Bundesliga,32-175,1988,15.1,44,2.92,30,6,0,5,2,1,10,0.66,6,0,0,3,0,1,0,Matches
2327,Kevin Stöger\Kevin-Stoger,at AUT,MFFW,Mainz 05,de Bundesliga,27-174,1993,4.1,17,4.16,13,3,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2328,John Stones\John-Stones,eng ENG,DF,Manchester City,eng Premier League,26-265,1994,14.0,7,0.50,7,0,0,0,0,0,1,0.07,1,0,0,0,0,0,0,Matches
2329,Thomas Strakosha\Thomas-Strakosha,al ALB,GK,Lazio,it Serie A,25-335,1995,6.0,1,0.17,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2330,Tobias Strobl\Tobias-Strobl,de GER,MF,Augsburg,de Bundesliga,30-281,1990,13.9,19,1.37,18,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2331,Kevin Strootman\Kevin-Strootman,nl NED,MF,Marseille,fr Ligue 1,31-004,1990,2.6,4,1.55,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2332,Kevin Strootman\Kevin-Strootman,nl NED,MF,Genoa,it Serie A,31-004,1990,3.9,5,1.30,5,0,0,0,0,0,1,0.26,1,0,0,0,0,0,0,Matches
2333,Pascal Struijk\Pascal-Struijk,nl NED,DFMF,Leeds United,eng Premier League,21-190,1999,12.2,3,0.25,3,0,0,0,0,0,1,0.08,1,0,0,0,0,0,0,Matches
2334,Jens Stryger Larsen\Jens-Stryger-Larsen,dk DEN,DF,Udinese,it Serie A,29-362,1991,15.1,14,0.93,12,0,1,1,0,0,2,0.13,2,0,0,0,0,0,0,Matches
2335,Stefano Sturaro\Stefano-Sturaro,it ITA,MF,Genoa,it Serie A,27-345,1993,4.9,6,1.21,2,4,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2336,Damián Suárez\Damian-Suarez,uy URU,DF,Getafe,es La Liga,32-296,1988,18.3,22,1.20,9,7,1,1,3,1,2,0.11,1,0,1,0,0,0,0,Matches
2337,Denis Suárez\Denis-Suarez,es ESP,MF,Celta Vigo,es La Liga,27-042,1994,17.8,45,2.53,30,8,2,2,2,1,6,0.34,6,0,0,0,0,0,0,Matches
2338,Luis Suárez\Luis-Suarez,uy URU,FW,Atlético Madrid,es La Liga,34-024,1987,15.1,33,2.18,22,0,2,4,5,0,6,0.40,3,0,0,1,2,0,0,Matches
2339,Marek Suchý\Marek-Suchy,cz CZE,DF,Augsburg,de Bundesliga,32-325,1988,1.9,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2340,Niklas Süle\Niklas-Sule,de GER,DF,Bayern Munich,de Bundesliga,25-167,1995,10.9,13,1.19,11,0,0,2,0,0,4,0.37,4,0,0,0,0,0,0,Matches
2341,Suso\Suso,es ESP,FW,Sevilla,es La Liga,27-090,1993,12.6,52,4.13,39,3,5,1,3,1,8,0.64,6,1,0,1,0,0,0,Matches
2342,Bosko Sutalo\Bosko-Sutalo,hr CRO,DF,Atalanta,it Serie A,21-047,2000,2.6,5,1.94,5,0,0,0,0,0,1,0.39,1,0,0,0,0,0,0,Matches
2343,Mattias Svanberg\Mattias-Svanberg,se SWE,MF,Bologna,it Serie A,22-043,1999,10.4,28,2.69,19,0,3,3,3,0,2,0.19,2,0,0,0,0,0,0,Matches
2344,Issiaga Sylla\Issiaga-Sylla,gn GUI,DF,Lens,fr Ligue 1,27-047,1994,11.3,19,1.67,13,3,0,1,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2345,Eddy Sylvestre\Eddy-Sylvestre,fr FRA,FWMF,Nice,fr Ligue 1,21-172,1999,1.1,2,1.86,1,0,0,0,1,0,1,0.93,0,0,0,0,1,0,0,Matches
2346,Ádám Szalai\Adam-Szalai,hu HUN,FW,Mainz 05,de Bundesliga,33-070,1987,2.7,3,1.13,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2347,Wojciech Szczęsny\Wojciech-Szczesny,pl POL,GK,Juventus,it Serie A,30-305,1990,17.0,1,0.06,1,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2348,Frederik Sørensen\Frederik-Sorensen,dk DEN,DF,Köln,de Bundesliga,28-309,1992,1.1,1,0.91,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2349,Alexander Sørloth\Alexander-Sorloth,no NOR,FW,RB Leipzig,de Bundesliga,25-074,1995,9.9,39,3.95,28,0,2,6,1,2,1,0.10,0,0,0,1,0,0,0,Matches
2350,Tachi\Tachi,es ESP,DF,Alavés,es La Liga,23-160,1997,5.2,3,0.58,1,0,0,0,2,0,1,0.19,0,0,0,0,1,0,0,Matches
2351,Jonathan Tah\Jonathan-Tah,de GER,DF,Leverkusen,de Bundesliga,25-006,1996,14.2,2,0.14,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2352,Flavien Tait\Flavien-Tait,fr FRA,MFFW,Rennes,fr Ligue 1,28-015,1993,6.6,21,3.20,12,3,5,0,0,1,2,0.30,1,0,1,0,0,0,0,Matches
2353,Adrien Tameze\Adrien-Tameze,cm CMR,MF,Hellas Verona,it Serie A,27-013,1994,17.8,26,1.46,21,0,2,0,1,2,3,0.17,2,0,1,0,0,0,0,Matches
2354,Japhet Tanganga\Japhet-Tanganga,eng ENG,DF,Tottenham,eng Premier League,21-323,1999,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2355,Renato Tapia\Renato-Tapia,pe PER,MF,Celta Vigo,es La Liga,25-204,1995,20.7,19,0.92,17,0,0,1,0,1,3,0.14,3,0,0,0,0,0,0,Matches
2356,Edmond Tapsoba\Edmond-Tapsoba,bf BFA,DF,Leverkusen,de Bundesliga,22-015,1999,17.5,15,0.86,15,0,0,0,0,0,1,0.06,1,0,0,0,0,0,0,Matches
2357,Matt Targett\Matt-Targett,eng ENG,DF,Aston Villa,eng Premier League,25-152,1995,21.8,39,1.79,31,5,0,0,2,1,5,0.23,3,1,0,0,1,0,0,Matches
2358,James Tarkowski\James-Tarkowski,eng ENG,DF,Burnley,eng Premier League,28-090,1992,21.0,13,0.62,9,3,0,1,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2359,Ciprian Tătărușanu\Ciprian-Tatarusanu,ro ROU,GK,Milan,it Serie A,35-008,1986,1.0,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2360,Percy Tau\Percy-Tau,za RSA,FWMF,Brighton,eng Premier League,26-280,1994,0.9,3,3.18,2,0,1,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2361,Niklas Tauer\Niklas-Tauer,de GER,MFDF,Mainz 05,de Bundesliga,20-000,2001,0.8,1,1.30,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2362,Heriberto Tavares\Heriberto-Tavares,pt POR,MFFW,Brest,fr Ligue 1,23-364,1997,0.5,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2363,Tomás Tavares\Tomas-Tavares,pt POR,MFDF,Alavés,es La Liga,19-347,2001,0.7,2,2.77,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2364,Charlie Taylor\Charlie-Taylor,eng ENG,DF,Burnley,eng Premier League,27-152,1993,14.6,16,1.09,11,1,0,1,3,0,3,0.21,2,0,0,0,1,0,0,Matches
2365,Neil Taylor\Neil-Taylor,wal WAL,DF,Aston Villa,eng Premier League,32-010,1989,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2366,Allan Tchaptchet\Allan-Tchaptchet,fr FRA,DF,Southampton,eng Premier League,19-058,2001,0.1,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2367,Warren Tchimbembé\Warren-Tchimbembe,fr FRA,MFFW,Metz,fr Ligue 1,22-302,1998,5.5,10,1.82,8,0,0,1,0,1,2,0.36,1,0,0,1,0,0,0,Matches
2368,Aurélien Tchouaméni\Aurelien-Tchouameni,fr FRA,MF,Monaco,fr Ligue 1,21-021,2000,22.1,37,1.67,27,0,1,4,4,1,5,0.23,4,0,0,0,1,0,0,Matches
2369,Álvaro Tejero\Alvaro-Tejero,es ESP,DF,Eibar,es La Liga,24-212,1996,1.2,4,3.27,4,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2370,Nathan Tella\Nathan-Tella,eng ENG,FWMF,Southampton,eng Premier League,21-227,1999,1.8,4,2.25,1,0,1,0,2,0,0,0.00,0,0,0,0,0,0,0,Matches
2371,Alex Telles\Alex-Telles,br BRA,DF,Manchester Utd,eng Premier League,28-064,1992,5.7,17,3.00,7,7,0,2,1,0,2,0.35,1,1,0,0,0,0,0,Matches
2372,Andrés Tello\Andres-Tello,co COL,MFDF,Benevento,it Serie A,24-164,1996,2.6,3,1.16,2,1,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2373,Cristian Tello\Cristian-Tello,es ESP,FWMF,Betis,es La Liga,29-190,1991,8.8,24,2.72,19,1,1,2,0,1,3,0.34,3,0,0,0,0,0,0,Matches
2374,Lino Tempelmann\Lino-Tempelmann,de GER,MFDF,Freiburg,de Bundesliga,22-015,1999,2.6,1,0.39,0,0,0,0,1,0,0,0.00,0,0,0,0,0,0,0,Matches
2375,Hidde ter Avest\Hidde-ter-Avest,nl NED,DF,Udinese,it Serie A,23-273,1997,3.9,2,0.51,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2376,Marc-André ter Stegen\Marc-Andre-ter-Stegen,de GER,GK,Barcelona,es La Liga,28-293,1992,16.0,3,0.19,3,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2377,Martin Terrier\Martin-Terrier,fr FRA,MFFW,Rennes,fr Ligue 1,23-350,1997,14.7,47,3.20,32,1,4,5,4,1,6,0.41,4,0,1,0,1,0,0,Matches
2378,Claudio Terzi\Claudio-Terzi,it ITA,DF,Spezia,it Serie A,36-243,1984,14.3,6,0.42,6,0,0,0,0,0,2,0.14,2,0,0,0,0,0,0,Matches
2379,Kenny Tete\Kenny-Tete,nl NED,DF,Lyon,fr Ligue 1,25-131,1995,0.2,1,4.50,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2380,Kenny Tete\Kenny-Tete,nl NED,DF,Fulham,eng Premier League,25-131,1995,7.6,17,2.23,17,0,0,0,0,0,1,0.13,1,0,0,0,0,0,0,Matches
2381,Cedric Teuchert\Cedric-Teuchert,de GER,FWMF,Union Berlin,de Bundesliga,24-034,1997,6.7,14,2.09,9,1,1,2,1,0,2,0.30,1,1,0,0,0,0,0,Matches
2382,Florian Thauvin\Florian-Thauvin,fr FRA,FWMF,Marseille,fr Ligue 1,28-022,1993,18.6,59,3.17,34,18,2,0,5,0,10,0.54,5,4,1,0,0,0,0,Matches
2383,Malick Thiaw\Malick-Thiaw,fi FIN,DF,Schalke 04,de Bundesliga,19-193,2001,7.4,5,0.68,5,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2384,Jan Thielmann\Jan-Thielmann,de GER,FW,Köln,de Bundesliga,18-267,2002,9.3,14,1.51,13,0,0,1,0,0,2,0.22,1,0,0,1,0,0,0,Matches
2385,Sada Thioub\Sada-Thioub,sn SEN,FWMF,Angers,fr Ligue 1,25-261,1995,10.2,40,3.91,27,0,8,2,3,0,3,0.29,2,0,0,1,0,0,0,Matches
2386,Luke Thomas\Luke-Thomas,eng ENG,DF,Leicester City,eng Premier League,19-252,2001,3.0,3,1.00,1,0,0,0,1,1,0,0.00,0,0,0,0,0,0,0,Matches
2387,Romain Thomas\Romain-Thomas,fr FRA,DF,Angers,fr Ligue 1,32-250,1988,20.6,2,0.10,2,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2388,Adrien Thomasson\Adrien-Thomasson,fr FRA,MF,Strasbourg,fr Ligue 1,27-069,1993,17.4,50,2.87,34,2,5,3,3,3,3,0.17,1,0,2,0,0,0,0,Matches
2389,Erik Thommy\Erik-Thommy,de GER,FWDF,Stuttgart,de Bundesliga,26-181,1994,1.3,5,3.78,3,1,0,1,0,0,2,1.51,2,0,0,0,0,0,0,Matches
2390,Morten Thorsby\Morten-Thorsby,no NOR,MF,Sampdoria,it Serie A,24-288,1996,18.6,23,1.24,17,0,0,3,0,3,1,0.05,1,0,0,0,0,0,0,Matches
2391,Marcus Thuram\Marcus-Thuram,fr FRA,FWMF,M'Gladbach,de Bundesliga,23-195,1997,9.3,21,2.25,9,0,1,5,6,0,5,0.54,1,0,0,1,3,0,0,Matches
2392,Khéphren Thuram-Ulie\Khephren-Thuram-Ulie,fr FRA,MF,Nice,fr Ligue 1,19-328,2001,11.3,9,0.79,7,1,0,0,0,1,1,0.09,1,0,0,0,0,0,0,Matches
2393,Cheikh Tidiane Sabaly\Cheikh-Tidiane-Sabaly,sn SEN,MF,Metz,fr Ligue 1,21-350,1999,0.1,1,7.50,1,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
2394,Youri Tielemans\Youri-Tielemans,be BEL,MF,Leicester City,eng Premier League,23-286,1997,23.3,53,2.27,44,1,1,3,2,2,10,0.43,9,0,0,0,1,0,0,Matches
2395,Kieran Tierney\Kieran-Tierney,sco SCO,DF,Arsenal,eng Premier League,23-257,1997,16.9,41,2.43,31,2,4,1,3,0,4,0.24,1,0,2,0,1,0,0,Matches
2396,Steffen Tigges\Steffen-Tigges,de GER,FWDF,Dortmund,de Bundesliga,22-201,1998,0.2,1,4.09,0,0,0,0,0,1,0,0.00,0,0,0,0,0,0,0,Matches
2397,Guus Til\Guus-Til,nl NED,FWMF,Freiburg,de Bundesliga,23-057,1997,0.2,0,0.00,0,0,0,0,0,0,0,0.00,0,0,0,0,0,0,0,Matches
